labels;Area;X;Y;XM;YM;Perim.;BX;BY;Width;Height;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity;Esferoide;dia;Diameter;n_diam
Esferas_BT474_dia_2_well_1_100X_1_blob_4;1100.7096;688.1094;540.0201;688.1094;540.0201;133.6915;666.4402;520.3804;-40.0815;41.4402;0.7739;43.8166;983;783;150.2551;36.9187;1.2063;0.8290000000000001;0.9216;no;2;40.36765;10.659379465661956
Esferas_BT474_dia_2_well_1_100X_1_blob_7;790.5726;1603.6767;1039.5031;1603.6767;1039.5031;117.6886;1584.9185;1024.4565;38.0435;30.5707;0.7173;40.1735;2333;1519;161.2587;27.6965;1.3869;0.721;0.9262;no;2;33.935;6.332498279198152
Esferas_BT474_dia_2_well_2_100X_3_blob_1;887.9519;304.3203;138.8405;304.3203;138.8405;115.8354;287.3641;120.2446;32.6087;38.0435;0.8316;41.0767;430;182;124.2157;28.8623;1.4796;0.6759;0.9548;no;2;34.969500000000004;6.929466316950668
Esferas_BT474_dia_2_well_2_100X_3_blob_2;202.6044;649.1184;470.6016;649.1184;470.6016;53.0457;641.3043;462.6359;15.625;16.9837;0.9048;18.0507;950;681;109.7989;15.625;1.0619;0.9417;0.9461;no;2;16.83785;0.7735554116705581
Esferas_BT474_dia_2_well_2_100X_3_blob_3;359.9805;1002.7557;495.7245;1002.7557;495.7245;70.3108;991.8478;485.7337;21.7391;20.3804;0.9151;23.0978;1461;738;28.0725;20.3804;1.0894;0.9179;0.96;no;2;21.7391;1.6647775121401622
Esferas_BT474_dia_2_well_2_100X_3_blob_4;554.7392;726.2833;678.3842;726.2833;678.3842;87.2745;713.3152;665.0815;25.8152;27.1739;0.9152;28.0102;1052;987;140.9061;25.8152;1.0399;0.9617;0.9635;no;2;26.9127;3.1586632727385964
Esferas_BT474_dia_2_well_2_100X_3_blob_5;1009.33;533.0055;747.1424;533.0055;747.1424;122.0661;516.9837;726.9022;32.6087;40.0815;0.8512;43.0784;763;1123;52.0458;30.7269;1.4136;0.7074;0.9662;no;2;36.90265;8.143370276802564
Esferas_BT474_dia_2_well_2_100X_3_blob_6;561.6619;1632.2387;872.5296;1632.2387;872.5296;92.8741;1616.1685;860.7337;31.9293;24.4565;0.8183;32.474000000000004;2380;1276;164.2192;22.4492;1.5127;0.6611;0.9383;no;2;27.461600000000004;3.355900152820485
Esferas_BT474_dia_2_well_2_100X_3_blob_7;746.7288;623.2676;879.1080000000003;623.2676;879.1080000000003;110.6337;605.2989;862.0924;34.6467;31.9293;0.7667;35.7546;891;1291;165.6997;29.7322;1.219;0.8204;0.9193;no;2;32.7434;5.688566515171478
Esferas_BT474_dia_2_well_2_100X_3_blob_8;870.8759;1461.2694;958.0192;1461.2694;958.0192;109.5081;1445.6522;940.2174;31.25;34.6467;0.9126;35.7029;2140;1434;68.8059;31.25;1.1098;0.9011;0.9714;no;2;33.47645;6.079245909995768
Esferas_BT474_dia_2_well_2_100X_3_blob_9;799.3413;287.4308;1110.1599;287.4308;1110.1599;106.6259;270.3804;1095.788;33.9674;29.212;0.8835;34.8261;399;1625;159.444;29.212;1.1316;0.8837;0.9662;no;2;32.01905;5.3193289341496985
Esferas_BT474_dia_2_well_2_100X_3_blob_10;511.8184;98.9921;1225.9659;98.9921;1225.9659;84.955;85.5978;1213.9946;27.8533;23.0978;0.8911;28.6698;126;1799;166.293;23.0978;1.2169;0.8217;0.9598;no;2;25.8838;2.810060214707564
Esferas_BT474_dia_2_well_2_100X_2_blob_1;467.0516;1691.1089;24.1464;1691.1089;24.1464;82.3059;1679.3478;10.8696;23.0978;25.8152;0.8664;29.2199;2477;53;54.4623;21.3648;1.3462;0.7428;0.9556;no;2;25.29235;2.6217970407997413
"Esferoides/""_474BT__dia_2_well_2_100X_2_blob_2";314.7522;530.1702;51.74;530.1702;51.74;67.1954;520.3804;42.1196;19.7011;19.7011;0.8759999999999999;22.2843;770;62;127.5686;19.7011;1.0258;0.9749;0.9485;no;2;20.9927;1.4991200691496085
Esferas_BT474_dia_2_well_2_100X_2_blob_4;354.9039;1314.4475;239.2987;1314.4475;239.2987;72.8916;1302.9891;227.5815;22.4185;23.0978;0.8394;25.8242;1920;363;35.3625;18.7345;1.393;0.7179;0.9338;no;2;22.27935;1.7920043860890116
Esferas_BT474_dia_2_well_2_100X_2_blob_5;336.9048;1620.185;266.4067;1620.185;266.4067;67.3603;1609.375;256.1141;21.0598;20.3804;0.9331;21.9294;2369;389;163.8108;20.3555;1.0542;0.9486;0.9612;no;2;21.14245;1.5314310789882943
Esferas_BT474_dia_2_well_2_100X_2_blob_7;697.8084;1229.4057;413.7624;1229.4057;413.7624;101.1911;1212.6359;400.1359;31.9293;27.8533;0.8564;34.0488;1786;599;151.3895;27.8533;1.1905;0.84;0.9555;no;2;30.95105;4.8046049058422655
Esferas_BT474_dia_2_well_2_100X_2_blob_9;372.4414;154.3328;700.0023;154.3328;700.0023;72.5619;141.9837;689.538;24.4565;20.3804;0.8889;24.7939;209;1035;9.4623;19.9791;1.2495;0.8003;0.9528;no;2;22.3865;1.8179842575469232
Esferas_BT474_dia_2_well_2_100X_2_blob_13;832.1088;1444.0069;894.1188;1444.0069;894.1188;112.1572;1428.6685;875.6793;31.25;37.3641;0.8313;40.1965;2111;1342;59.5345;25.9531;1.5779;0.6337;0.9494;no;2;33.0748;5.863044629687868
Esferas_BT474_dia_2_well_2_100X_2_blob_16;911.9506;1012.9461;1008.5084;1012.9461;1008.5084;115.6023;995.9239;989.8098;33.9674;37.3641;0.8575;40.3283;1478;1458;122.6192;31.0746;1.3054;0.7661;0.9557;no;2;35.70145;7.373761480730168
Esferas_BT474_dia_2_well_2_100X_2_blob_18;1145.9379;1580.1804;1067.4184;1580.1804;1067.4184;137.7393;1557.7446;1046.875;42.1196;38.0435;0.759;47.965;2297;1590;37.5191;35.5648;1.4145;0.7070000000000001;0.9253;no;2;41.7649;11.804996360692677
Esferas_BT474_dia_2_well_2_100X_2_blob_21;450.4371;1637.8658;1168.6766;1637.8658;1168.6766;93.0389;1625.0;1156.9293;26.4946;23.0978;0.6539;32.6158;2392;1706;144.3236;21.5708;1.4280000000000002;0.7003;0.9177;no;2;27.0933;3.222680398643228
Esferas_BT474_dia_2_well_2_100X_2_blob_22;493.3579;930.5442;1188.7707;930.5442;1188.7707;82.6356;919.1576;1175.2717;23.0978;27.1739;0.9079;28.3867;1363;1770;68.9625;22.8623;1.224;0.8170000000000001;0.9635;no;2;25.6245;2.7264511429767726
Esferas_BT474_dia_2_well_2_100X_2_blob_23;622.1202;521.0784;1197.0729;521.0784;1197.0729;92.4761;506.7935;1182.7446;28.5326;27.8533;0.9142;29.9607;749;1750;147.0306;27.8533;1.0662;0.9379;0.9656;no;2;28.907;3.9141781406733753
Esferas_BT474_dia_2_well_2_100X_2_blob_24;350.7502;503.5415;1220.6423;503.5415;1220.6423;68.719;493.2065;1209.9185;21.0598;21.0598;0.9334;22.6132;733;1782;122.7352;21.0598;1.0381;0.9633;0.9596;no;2;21.8365;1.6872545571264288
Esferas_BT474_dia_2_well_2_100X_2_blob_27;942.4105;1481.7385;1261.5013;1481.7385;1261.5013;120.406;1460.5978;1243.8859;38.7228;34.6467;0.8169;39.3846;2150;1853;165.0049;34.6467;1.0464;0.9556;0.9421;no;2;37.01565;8.218407284244831
Esferas_BT474_dia_2_well_2_100X_2_blob_28;539.5092;244.1907;1283.9218;244.1907;1283.9218;87.0414;230.9783;1270.3804;26.4946;27.1739;0.8949;29.6199;345;1873;126.6071;24.1174;1.199;0.8340000000000001;0.9566;no;2;26.86865;3.143178594259652
Esferas_BT474_dia_2_well_1_100X_3_blob_2;2650.4719;757.3258;101.9096;757.3258;101.9096;253.9044;732.337;55.7065;47.5543;95.1087;0.5166;95.4574;1110;222;85.1009;46.4838;2.4943;0.4009;0.8320000000000001;no;2;70.9706;57.92512110389914
Esferas_BT474_dia_2_well_1_100X_3_blob_3;1298.6989;382.5902;310.7116;382.5902;310.7116;142.941;359.375;292.7989;47.5543;36.6848;0.7987;48.24800000000001;529;463;9.7276;36.6848;1.3577;0.7365;0.9394;no;2;42.46640000000001;12.409887894955338
Esferas_BT474_dia_2_well_1_100X_3_blob_5;971.0243;460.8655;544.2035;460.8655;544.2035;119.9115;440.2174;527.1739;39.4022;33.288000000000004;0.8486;40.5452;651;816;31.29300000000001;33.0836;1.2639;0.7912;0.9531;no;2;36.8144;8.08508704847411
Esferas_BT474_dia_2_well_1_100X_3_blob_8;760.1127;1198.7459;1118.1535;1198.7459;1118.1535;107.7515;1184.7826;1099.1848;27.8533;37.3641;0.8227;38.9131;1755;1673;73.7798;24.978;1.5725;0.6359;0.9559;no;2;31.94555;5.282781264538548
Esferas_BT474_dia_2_well_2_100X_1_blob_1;1343.9272;293.251;34.0166;293.251;34.0166;146.784;276.4946;8.1522;33.9674;50.2717;0.7838;50.7696;425;12;102.3625;33.8922;1.5606;0.6408;0.9432;no;2;42.3309;12.291475682245888
Esferas_BT474_dia_2_well_2_100X_1_blob_3;264.9087;1316.3311;129.1282;1316.3311;129.1282;60.402;1307.0652;119.5652;18.3424;19.0217;0.9124;20.1642;1925;198;32.6192;18.1165;1.1042;0.9056;0.948;no;2;19.14035;1.1362689649464242
Esferas_BT474_dia_2_well_2_100X_1_blob_4;240.4485;1591.517;158.0892;1591.517;158.0892;57.5197;1582.8804;149.4565;17.663;17.663;0.9133;18.4803;2333;242;36.0274;17.663;1.0183;0.982;0.9464;no;2;18.07165;0.9563677890746088
Esferas_BT474_dia_2_well_2_100X_1_blob_6;141.2231;1084.9296;204.7878;1084.9296;204.7878;44.399;1078.125;198.3696;13.587;12.9076;0.9003;15.084;1588;308;35.8377;12.9076;1.1037;0.9061;0.9358;no;2;13.9958;0.4442472040998002
Esferas_BT474_dia_2_well_2_100X_1_blob_7;2131.7307;408.1278;255.6633;408.1278;255.6633;173.5882;379.7554;230.2989;54.3478;50.9511;0.889;55.7728;566;398;34.0772;50.4331;1.0981;0.9107;0.9717;no;2;53.10295;24.26540048763964
Esferas_BT474_dia_2_well_2_100X_1_blob_8;328.5976;1362.1735;265.8282;1362.1735;265.8282;72.7268;1351.2228;253.3967;21.0598;24.4565;0.7807;26.6336;1991;377;127.7468;15.9257;1.7545;0.57;0.9217;no;2;21.27965;1.5614387808022918
Esferas_BT474_dia_2_well_2_100X_1_blob_9;1469.9204;983.556;291.0244;983.556;291.0244;169.5804;965.3533;260.8696;35.3261;61.1413;0.6423;62.9415;1431;474;76.2637;32.1431;2.1241;0.4708;0.8752;no;2;47.5423;17.412939232343312
Esferas_BT474_dia_2_well_2_100X_1_blob_10;525.6638;378.0249;310.9376;378.0249;310.9376;84.7902;365.4891;297.5543;24.4565;26.4946;0.9188;28.2808;547;476;65.8978;24.4565;1.1057;0.9044;0.9644;no;2;26.36865;2.9709490708150192
"Esferoides/""_474BT__dia_2_well_2_100X_1_blob_11";359.519;1433.2168;345.5181;1433.2168;345.5181;74.7848;1423.9129999999998;332.8804;19.0217;25.1359;0.8078;27.6537;2099;526;62.1759;16.5928;1.6237;0.6159;0.9477;no;2;22.12325;1.7546007108494
Esferas_BT474_dia_2_well_2_100X_1_blob_12;694.5778;98.3395;370.387;98.3395;370.387;103.6754;84.2391;353.2609;27.1739;35.3261;0.812;36.8417;135;520;112.7824;25.2165;1.4773;0.6769;0.9504;no;2;31.0291;4.841044301540084
Esferas_BT474_dia_2_well_2_100X_1_blob_15;1021.3293;1370.436;517.2098;1370.436;517.2098;121.6681;1352.5815;498.6413;36.0054;36.6848;0.867;40.9078;1999;785;54.4623;33.2471;1.1786;0.8485;0.9641;no;2;37.07745;8.259639520579151
Esferas_BT474_dia_2_well_2_100X_1_blob_16;589.3527;1333.6239;540.252;1333.6239;540.252;92.4761;1320.6522;525.1359;25.1359;29.8913;0.866;32.0448;1956;817;68.8753;25.1359;1.2277;0.8145;0.9555;no;2;28.59035;3.7869531803640224
Esferas_BT474_dia_2_well_2_100X_1_blob_17;1065.1731;1107.2645;583.7605;1107.2645;583.7605;125.1814;1091.0326;562.5;31.9293;42.7989;0.8542;45.9402;1618;890;66.4677;31.3276;1.4969;0.6681;0.9687;no;2;38.6339;9.344093466262835
Esferas_BT474_dia_2_well_2_100X_1_blob_18;2134.9613;993.8392;590.6006;993.8392;590.6006;179.7506;964.6739;567.2554;58.4239;50.2717;0.8303;61.1941;1420;885;22.8645;48.4102;1.2863;0.7774;0.957;no;2;54.80215;26.67007955070775
Esferas_BT474_dia_2_well_2_100X_1_blob_19;4396.8388;1183.1760000000004;644.1522;1183.1760000000004;644.1522;306.2225;1148.7772;600.5435;69.9728;89.6739;0.5892;100.9923;1712;889;123.4763;65.9999;1.4323;0.6982;0.8912;no;2;83.4961;94.32571190858788
Esferas_BT474_dia_2_well_2_100X_1_blob_20;1752.3666;1029.4284;632.6186;1029.4284;632.6186;160.3992;1004.7554;610.0543;50.9511;44.837;0.8559;51.5991;1479;926;170.9097;44.837;1.1007;0.9085;0.9669;no;2;48.21805;18.166047639604145
Esferas_BT474_dia_2_well_2_100X_1_blob_21;215.5268;102.2855;667.8884;102.2855;667.8884;53.8416;93.75;660.3261;16.9837;16.3043;0.9343;17.9482;143;972;119.4759;16.3043;1.0562;0.9468;0.955;no;2;17.12625;0.8139886661222471
Esferas_BT474_dia_2_well_2_100X_1_blob_22;501.6651;692.8114;701.1623;692.8114;701.1623;84.0626;680.0272;688.8587;25.8152;23.7772;0.8921;28.0843;1004;1018;147.8477;23.7772;1.0952;0.9131;0.9569;no;2;25.93075;2.8253792691705137
Esferas_BT474_dia_2_well_2_100X_1_blob_23;1532.6862;1271.3131;718.69;1271.3131;718.69;160.6323;1249.3207;692.9348;41.4402;53.6685;0.7464;58.8372;1847;1024;121.3041;37.4196;1.6912;0.5913;0.9514;no;2;48.1284;18.06490957541225
Esferas_BT474_dia_2_well_2_100X_1_blob_24;3369.0483;1225.3087;755.8966;1225.3087;755.8966;229.4479;1184.7826;722.8261;74.7283;63.8587;0.8042;77.17399999999998;1744;1103;163.6389;61.4875;1.2145;0.8234;0.9584;no;2;69.33075;54.00192169395577
Esferas_BT474_dia_2_well_2_100X_1_blob_25;1660.5255;1031.4571;752.7244;1031.4571;752.7244;155.8286;1011.5489;726.2228;42.1196;52.3098;0.8593;54.1522;1500;1070;109.7989;40.7625;1.3414;0.7455;0.9694;no;2;47.45735000000001;17.319764041120838
Esferas_BT474_dia_2_well_2_100X_1_blob_26;577.3533;1451.8513;746.3516;1451.8513;746.3516;90.1567;1438.1793;733.0163;27.1739;27.8533;0.8926;28.6617;2124;1082;121.4296;26.128;1.0714;0.9334;0.9612;no;2;27.39485;3.331488360544627
Esferas_BT474_dia_2_well_2_100X_1_blob_27;306.9065;1149.6287;787.8131;1149.6287;787.8131;64.6429;1139.9457;777.8533;19.7011;20.3804;0.9229;20.9719;1686;1174;65.0952;19.6952;1.0282;0.9726;0.9507;no;2;20.33355;1.3622949410452778
Esferas_BT474_dia_2_well_2_100X_1_blob_28;420.9003;1364.0351;868.3816;1364.0351;868.3816;76.638;1352.5815;855.9783;22.4185;24.4565;0.9005;27.1739;1996;1263;126.8699;21.1363;1.276;0.7837;0.959;no;2;24.1551;2.2837998451173367
Esferas_BT474_dia_2_well_2_100X_1_blob_29;6397.4997;1038.2572;942.4096;1038.2572;942.4096;345.4198;995.9239;896.0598;94.4293;92.3913;0.6738;107.6397;1473;1440;35.4956;89.5143;1.0039;0.9962;0.9306;no;2;98.577;155.22380003276368
Esferas_BT474_dia_2_well_2_100X_1_blob_31;1178.7054;887.0184;1019.7577;887.0184;1019.7577;133.8281;866.1685;1000.6793;40.0815;37.3641;0.8270000000000001;43.7534;1275;1512;25.7693;36.9495;1.1125;0.8989;0.948;no;2;40.35145;10.646551422114326
Esferas_BT474_dia_2_well_2_100X_1_blob_34;549.201;1251.9638;1105.2521;1251.9638;1105.2521;88.8663;1239.8098;1090.3533;23.0978;29.212;0.8739;30.9383;1836;1648;70.7693;23.0978;1.3557;0.7376;0.9636;no;2;27.01805;3.195902511574769
Esferas_BT474_dia_2_well_2_100X_1_blob_35;180.9133;1063.701;1114.8808;1063.701;1114.8808;51.5222;1055.7065;1107.337;15.625;15.625;0.8564;16.585;1556;1633;145.00799999999995;15.4945;1.0453;0.9566;0.9245;no;2;16.03975;0.6686891935297826
Esferas_BT474_dia_2_well_2_100X_1_blob_36;240.91;1633.4567;1131.6516;1633.4567;1131.6516;58.0825;1623.6413;1122.962;18.3424;17.663;0.8974;18.8878;2393;1658;142.3058;17.6212;1.0452;0.9567;0.9422;no;2;18.2545;0.9856922582683918
Esferas_BT474_dia_2_well_2_100X_1_blob_37;1156.5528;1019.5786;1167.6325;1019.5786;1167.6325;129.3541;1000.6793;1148.7772;37.3641;40.7609;0.8686;42.4144;1488;1747;58.0919;37.3641;1.1382;0.8786;0.9691;no;2;39.88925;10.28487770886688
Esferas_BT474_dia_2_well_2_100X_1_blob_38;409.824;849.0830000000003;1231.539;849.0830000000003;1231.539;77.8319;838.3152;1220.1087;21.7391;24.4565;0.8501;25.3825;1243;1796;105.5241;21.317;1.2093;0.8269;0.9467;no;2;23.34975;2.0629002333692448
