labels,Area,Perim.,Circ.,Round,Solidity,Esferoide,dia,Diameter,n_diam
Esferas_BT474_dia_1_well_2_100X_3_blob_15,395.0555,74.8814,0.8854,0.9139,0.9495,si,1,22.93155,1.9540323622668168
Esferas_BT474_dia_1_well_2_100X_3_blob_16,974.7164,119.2804,0.8609,0.8953,0.9615,si,1,36.58495,7.934853582120155
Esferas_BT474_dia_1_well_2_100X_3_blob_17,371.5183,71.4364,0.9149,0.9688,0.9561,si,1,22.3634,1.812362282158516
Esferas_BT474_dia_1_well_2_100X_3_blob_18,337.8279,68.321,0.9095,0.922,0.9513,si,1,21.36335,1.579936334626873
Esferas_BT474_dia_1_well_2_100X_3_blob_19,423.2079,77.2008,0.8923,0.9087,0.9512,si,1,23.6804,2.151783742787649
Esferas_BT474_dia_1_well_2_100X_3_blob_21,899.9513,116.7961,0.8290000000000001,0.6689,0.958,si,1,34.7891,6.822775805576018
Esferas_BT474_dia_1_well_2_100X_3_blob_22,509.5109,83.5963,0.9162,0.9382,0.9621,si,1,25.7001,2.7506539668043013
Esferas_BT474_dia_1_well_2_100X_3_blob_23,1370.2335,157.5853,0.6934,0.6395,0.8994,si,1,45.23575,14.999504255929148
Esferas_BT474_dia_1_well_2_100X_3_blob_25,155.53,45.5246,0.943,0.9214,0.9453,si,1,14.4569,0.4896176338408228
Esferas_BT474_dia_1_well_2_100X_3_blob_26,467.9747,81.8397,0.878,0.9045,0.9459,si,1,25.4095,2.658397241021232
Esferas_BT474_dia_1_well_2_100X_3_blob_27,414.4391,76.8029,0.8829,0.9057,0.9513,si,1,23.2665,2.0409139330688464
Esferas_BT474_dia_1_well_2_100X_3_blob_28,466.5901,80.87899999999998,0.8963,0.9337,0.9565,si,1,24.99580000000001,2.5306532549521754
Esferas_BT474_dia_1_well_2_100X_3_blob_29,961.3326,120.2411,0.8356,0.7133,0.9514,si,1,36.6217,7.958789563061693
Esferas_BT474_dia_1_well_2_100X_3_blob_30,415.3621,75.5125,0.9154,0.9435,0.9585,si,1,23.23385,2.032333909442193
Esferas_BT474_dia_1_well_2_100X_3_blob_31,1097.0175,138.6318,0.7173,0.7273,0.9079,si,1,40.289,10.597196417367568
Esferas_BT474_dia_1_well_2_100X_3_blob_33,433.3611,77.5988,0.9044,0.9465,0.9533,si,1,24.07545,2.261282178387823
Esferas_BT474_dia_1_well_2_100X_3_blob_34,430.5921,77.036,0.9118,0.9186,0.9555,si,1,23.83215,2.193416928046473
Esferas_BT474_dia_1_well_2_100X_3_blob_35,473.5128,82.4025,0.8763,0.9037,0.9465,si,1,25.68205,2.7448624202374363
Esferas_BT474_dia_1_well_2_100X_3_blob_36,510.4339,84.7219,0.8936,0.9324,0.9567,si,1,26.23955,2.927525375127324
Esferas_BT474_dia_1_well_2_100X_3_blob_37,757.3436,104.9658,0.8638,0.7158,0.9516,si,1,31.44595,5.038783267420514
Esferas_BT474_dia_1_well_2_100X_3_blob_38,313.3676,66.3995,0.8932,0.9317,0.945,si,1,20.51655,1.3994085362158728
Esferas_BT474_dia_1_well_2_100X_3_blob_39,816.4173,108.246,0.8756,0.7347,0.9601,si,1,32.83065,5.734162068465443
Esferas_BT474_dia_1_well_2_100X_3_blob_40,926.2575,118.1548,0.8338,0.6623,0.9614,si,1,35.62565,7.326894034882757
Esferas_BT474_dia_1_well_2_100X_3_blob_41,842.2621,112.8166,0.8316,0.6669,0.9473,si,1,33.46565,6.073364042902496
Esferas_BT474_dia_1_well_2_100X_3_blob_42,1608.3744,182.1666,0.6091,0.4427,0.8795,si,1,49.1385,19.226365986377644
Esferas_BT474_dia_1_well_2_100X_3_blob_43,359.9805,75.4442,0.7948,0.8593,0.9236,si,1,23.170050000000003,2.015637514848277
Esferas_BT474_dia_1_well_2_100X_3_blob_44,381.2101,73.3579,0.8902,0.9708,0.9418,si,1,22.9629,1.962057467485521
Esferas_BT474_dia_1_well_2_100X_3_blob_46,2758.466,202.2457,0.8475,0.8170000000000001,0.9712,si,1,60.49185,35.8692354318187
Esferas_BT474_dia_1_well_2_100X_3_blob_47,527.0484,84.3923,0.9299,0.927,0.9686,si,1,26.1051,2.882754132808377
Esferas_BT474_dia_1_well_2_100X_3_blob_48,533.5096,112.4186,0.5305,0.9541,0.8858,si,1,28.0899,3.591551507955052
Esferas_BT474_dia_1_well_2_100X_3_blob_49,383.9792,72.5619,0.9164,0.9436,0.9558,si,1,22.6499,1.8829135755502804
Esferas_BT474_dia_1_well_2_100X_3_blob_50,791.4956,106.7225,0.8733,0.8320000000000001,0.9624,si,1,33.0581,5.854168075707659
Esferas_BT474_dia_1_well_2_100X_3_blob_51,599.506,90.5547,0.9187,0.9914,0.9626,si,1,28.03805,3.571699701679884
Esferas_BT474_dia_1_well_2_100X_3_blob_53,685.3475,99.2013,0.8752,0.7739,0.9593,si,1,29.9365,4.347449954086777
Esferas_BT474_dia_1_well_2_100X_3_blob_54,471.6668,81.4417,0.8936,0.9073,0.9538,si,1,25.46075,2.6745153669242416
Esferas_BT474_dia_1_well_2_100X_3_blob_55,547.355,87.2745,0.903,0.9442,0.9568,si,1,26.99895,3.189129417778908
Esferas_BT474_dia_1_well_2_100X_3_blob_56,1228.0873,157.9149,0.6189,0.5246,0.8791,si,1,44.7222,14.494425229494809
Esferas_BT474_dia_1_well_2_100X_3_blob_57,759.6512,103.8402,0.8853,0.8663,0.9603,si,1,32.0539,5.336716750653166
Esferas_BT474_dia_1_well_2_100X_3_blob_58,1808.6713,198.0047,0.5797,0.5923,0.901,si,1,51.46115,22.08360554878923
Esferas_BT474_dia_1_well_2_100X_3_blob_59,505.3572,84.1591,0.8966,0.9642,0.9542,si,1,26.09535,2.8795252974696868
Esferas_BT474_dia_1_well_2_100X_3_blob_60,588.4297,91.1175,0.8906,0.952,0.9543,si,1,28.17115,3.6228074160426327
Esferas_BT474_dia_1_well_2_100X_3_blob_61,833.0318,109.6047,0.8714,0.8515,0.9583,si,1,33.13885,5.897172336762867
Esferas_BT474_dia_1_well_2_100X_3_blob_62,894.4131,113.8456,0.8672,0.7657,0.9606,si,1,34.610150000000004,6.718030395197562
Esferas_BT474_dia_1_well_2_100X_3_blob_63,1806.3637,209.5337,0.517,0.3692,0.8472,si,1,54.79265,26.65621211099431
Esferas_BT474_dia_1_well_2_100X_3_blob_64,474.8974,81.1121,0.9071,0.9577,0.9577,si,1,25.31105,2.627616649774612
Esferas_BT474_dia_1_well_2_100X_3_blob_65,1037.9438,124.9766,0.8351,0.9284,0.9542,si,1,37.55955,8.58603512707791
Esferas_BT474_dia_1_well_2_100X_3_blob_66,731.4988,102.3167,0.8781,0.9795,0.9548,si,1,31.4903,5.060132791778903
Esferas_BT474_dia_1_well_2_100X_3_blob_67,603.6596,92.0099,0.8961,0.8001,0.9575,si,1,27.9848,3.5513881583692544
Esferas_BT474_dia_1_well_2_100X_3_blob_68,592.1218,96.484,0.7993,0.9412,0.9314,si,1,28.84585,3.8893904396982566
Esferas_BT474_dia_1_well_2_100X_3_blob_69,537.2017,87.4393,0.8829,0.907,0.9537,si,1,27.09505,3.223304913373683
Esferas_BT474_dia_1_well_2_100X_3_blob_70,559.3543,88.4001,0.8995,0.943,0.9581,si,1,27.1941,3.258784114223919
Esferas_BT474_dia_1_well_2_100X_3_blob_73,936.8723,114.0787,0.9047,0.9887,0.966,si,1,35.27039999999999,7.109886615389247
Esferas_BT474_dia_1_well_1_100X_2_blob_2,443.976,77.8319,0.921,0.9728,0.9639,si,1,24.07545,2.261282178387823
Esferas_BT474_dia_1_well_1_100X_2_blob_6,457.8214,80.3162,0.8919,0.7663,0.9612,si,1,24.56835,2.403031651475876
Esferas_BT474_dia_1_well_1_100X_2_blob_9,380.7486,71.9992,0.923,0.9575,0.9599,si,1,22.4882,1.8428738391510315
Esferas_BT474_dia_1_well_1_100X_2_blob_10,763.3433,110.1392,0.7908,0.5801,0.9481,si,1,32.055,5.3372661929877925
Esferas_BT474_dia_1_well_1_100X_2_blob_11,476.7434,81.2769,0.9069,0.939,0.956,si,1,25.39670000000001,2.6543817728381893
Esferas_BT474_dia_1_well_1_100X_2_blob_12,675.1942,102.9478,0.8006,0.5927,0.9396,si,1,30.58175,4.6346668439795335
Esferas_BT474_dia_1_well_1_100X_2_blob_14,929.0266,133.3619,0.6564,0.5074,0.8907,si,1,37.48585,8.535591237737687
Esferas_BT474_dia_1_well_1_100X_2_blob_16,389.9789,72.7951,0.9248,0.9657,0.9619,si,1,22.5575,1.8599634841309551
Esferas_BT474_dia_1_well_1_100X_2_blob_17,1197.6275,154.9644,0.6267,0.4215,0.8962,si,1,42.6902,12.607125850339887
Esferas_BT474_dia_1_well_1_100X_2_blob_21,363.2111,70.8053,0.9104,0.9388,0.9563,si,1,22.2425,1.783127170260428
Esferas_BT474_dia_1_well_1_100X_2_blob_22,318.4443,71.0384,0.7929999999999999,0.9373,0.9218,si,1,21.56315,1.6246811131768448
Esferas_BT474_dia_1_well_1_100X_2_blob_23,472.1283,93.8348,0.6738,0.5393,0.8792,si,1,27.128,3.2350786994568006
Esferas_BT474_dia_1_well_1_100X_2_blob_24,510.8954,100.3269,0.6378,0.7851,0.8824,si,1,28.55885,3.7744499080006166
Esferas_BT474_dia_1_well_1_100X_2_blob_25,999.1767,121.3667,0.8524,0.6411,0.9672,si,1,36.4136,7.823883436246527
Esferas_BT474_dia_1_well_1_100X_2_blob_26,530.279,85.5178,0.9112,0.9053,0.9607,si,1,26.5428,3.030203000354975
Esferas_BT474_dia_1_well_1_100X_2_blob_27,365.9802,70.6405,0.9216,0.9383,0.9566,si,1,22.22515,1.77895770229103
Esferas_BT474_dia_1_well_1_100X_2_blob_28,329.0591,66.7975,0.9268,0.9475,0.9603,si,1,21.09355,1.520829577007081
Esferas_BT474_dia_1_well_1_100X_1_blob_2,987.1773,122.0661,0.8326,0.8264,0.9528,si,1,36.58085,7.932186152978296
Esferas_BT474_dia_1_well_1_100X_1_blob_3,541.8168,87.2062,0.8953,0.8281,0.9599,si,1,26.61065,3.0535003108446634
Esferas_BT474_dia_1_well_1_100X_1_blob_5,1016.7142,124.0841,0.8298,0.7313,0.9547,si,1,37.67115,8.662797342804494
Esferas_BT474_dia_1_well_1_100X_1_blob_6,515.5105,94.5625,0.7245,0.5044,0.899,si,1,26.9895,3.185781873621864
Esferas_BT474_dia_1_well_1_100X_1_blob_7,887.0289,133.7598,0.623,0.4777,0.8538,si,1,37.38745,8.468549991105016
Esferas_BT474_dia_1_well_1_100X_1_blob_8,615.659,93.6017,0.883,0.7202,0.9625,si,1,28.82775,3.8820735670783137
Esferas_BT474_dia_1_well_1_100X_1_blob_9,299.9838,64.0801,0.918,0.9925,0.9524,si,1,20.1197,1.3197632235843015
Esferas_BT474_dia_1_well_1_100X_1_blob_10,1200.3965,173.5882,0.5006,0.6289,0.861,si,1,43.75635,13.575467127192422
Esferas_BT474_dia_1_well_1_100X_1_blob_12,414.9006,75.2793,0.92,0.9493,0.9605,si,1,23.40445,2.077432105518798
Esferas_BT474_dia_1_well_1_100X_1_blob_13,484.5891,80.87899999999998,0.9309,0.9473,0.9646,si,1,25.34865,2.6393441631027
Esferas_BT474_dia_1_well_1_100X_1_blob_15,338.7509,69.5149,0.8809,0.9734,0.9434,si,1,21.7397,1.6649153597156767
Esferas_BT474_dia_1_well_1_100X_1_blob_16,737.4985,113.1863,0.7234,0.6083,0.9414,si,1,31.34515,4.9904829626656815
Esferas_BT474_dia_1_well_1_100X_1_blob_18,1038.4053,119.5135,0.9136,0.9052,0.9751,si,1,36.90795,8.14687946067676
Esferas_BT474_dia_1_well_1_100X_1_blob_20,372.9029,71.4364,0.9183,0.9707,0.9585,si,1,22.02375,1.7310329136494105
Esferas_BT474_dia_1_well_1_100X_1_blob_21,583.8145,98.6386,0.754,0.5915,0.9193,si,1,28.1818,3.626917736736941
Esferas_BT474_dia_1_well_1_100X_1_blob_23,2219.4183,178.7899,0.8725,0.8220000000000001,0.9737,si,1,54.30595,25.952175302315005
Esferas_BT474_dia_1_well_1_100X_1_blob_24,396.9016,73.3579,0.9268,0.9926,0.963,si,1,22.8279,1.92765542149418
Esferas_BT474_dia_1_well_1_100X_1_blob_25,514.5875,83.9943,0.9166,0.9539,0.9637,si,1,26.0055,2.8498837472811087
Esferas_BT474_dia_1_well_1_100X_1_blob_26,1192.0893,134.8854,0.8234,0.6133,0.9584,si,1,40.6499,10.884537113214032
Esferas_BT474_dia_1_well_1_100X_1_blob_27,480.897,82.0728,0.8971,0.7668,0.963,si,1,25.1496,2.577654859089673
Esferas_BT474_dia_1_well_1_100X_1_blob_30,502.1267,83.9943,0.8944,0.8823,0.9637,si,1,25.80145,2.7833246108998724
Esferas_BT474_dia_1_well_1_100X_1_blob_31,697.3469,97.9109,0.9141,0.9228,0.9677,si,1,30.10035,4.4192254336075
Esferas_BT474_dia_1_well_1_100X_1_blob_32,1599.1442,151.8208,0.8718,0.8151,0.9728,si,1,45.76300000000001,15.530126051528711
Esferas_BT474_dia_1_well_1_100X_1_blob_36,406.5934,74.1538,0.9292,0.9158,0.966,si,1,23.11665,2.0017332935650782
Esferas_BT474_dia_1_well_1_100X_1_blob_38,462.4365,78.9575,0.9321,0.9837,0.9658,si,1,24.57075,2.403735952664331
Esferas_BT474_dia_1_well_1_100X_1_blob_39,456.8983,79.3554,0.9118,0.9727,0.9621,si,1,24.4611,2.3716984465027258
Esferas_BT474_dia_1_well_1_100X_1_blob_40,564.431,88.2352,0.911,0.8916,0.9638,si,1,27.03105,3.2005179512317743
Esferas_BT474_dia_1_well_1_100X_1_blob_42,3023.3747,243.6942,0.6398,0.5433,0.9051,si,1,68.57405,52.25296264268675
Esferas_BT474_dia_1_well_1_100X_1_blob_43,422.2848,75.8421,0.9226,0.9888,0.9596,si,1,23.6109,2.132893375341836
Esferas_BT474_dia_1_well_1_100X_1_blob_44,1227.6258,135.1185,0.845,0.7079,0.9629,si,1,40.52855,10.787348721164038
Esferas_BT474_dia_1_well_1_100X_1_blob_47,491.0503,82.4708,0.9073,0.8591,0.9629,si,1,25.2416,2.606046500056148
Esferas_BT474_dia_1_well_1_100X_1_blob_48,419.5157,82.1694,0.7808,0.8590000000000001,0.9252,si,1,24.965000000000003,2.5213099113013007
Esferas_BT474_dia_1_well_1_100X_1_blob_50,691.3472,99.7641,0.8729,0.8220000000000001,0.9526,si,1,30.4775,4.587430943395846
Esferas_BT474_dia_1_well_1_100X_1_blob_51,903.1819,111.5944,0.9114,0.9741,0.9698,si,1,34.65,6.741262470809122
Esferas_BT474_dia_1_well_1_100X_1_blob_57,435.6687,81.6066,0.8221,0.8821,0.9337,si,1,24.61115,2.415612353610628
Esferas_BT474_dia_1_well_1_100X_1_blob_61,1076.7109,151.5877,0.5888,0.5361,0.8834,si,1,39.8916,10.286695558528796
Esferas_BT474_dia_1_well_1_100X_1_blob_62,422.7463,75.5125,0.9316,0.9803,0.9652,si,1,23.51745,2.1076680295538512
Esferas_BT474_dia_1_well_1_100X_1_blob_63,1078.0955,131.7418,0.7806,0.5908,0.9477,si,1,38.0041,8.894527381146867
Esferas_BT474_dia_1_well_1_100X_1_blob_65,455.5138,79.1223,0.9144,0.9725,0.9639,si,1,24.4932,2.381047756667454
Esferas_BT474_dia_1_well_1_100X_1_blob_66,541.3553,86.1489,0.9166,0.9249,0.965,si,1,26.6306,3.060373086856625
Esferas_BT474_dia_1_well_1_100X_1_blob_67,424.1309,76.638,0.9074,0.9563,0.9543,si,1,23.796,2.1834507510986514
Esferas_BT474_dia_1_well_1_100X_1_blob_72,1040.2514,152.6167,0.5612,0.4607,0.8440000000000001,si,1,40.9882,11.158557606744884
Esferas_BT474_dia_1_well_1_100X_1_blob_73,496.5885,82.2377,0.9227,0.9968,0.9629,si,1,25.6399,2.7313697856649544
Esferas_BT474_dia_1_well_1_100X_1_blob_74,460.5904,79.5203,0.9153,0.9742,0.9592,si,1,24.99655,2.530881058850155
Esferas_BT474_dia_1_well_1_100X_1_blob_75,1934.2029,171.7633,0.8239,0.7005,0.9586,si,1,51.5683,22.2218373216818
Esferas_BT474_dia_1_well_1_100X_1_blob_76,699.6544,99.7641,0.8834,0.9269,0.9604,si,1,30.6346,4.658736658607638
Esferas_BT474_dia_1_well_1_100X_1_blob_77,2566.9379,198.4993,0.8187,0.6567,0.9641,si,1,58.55705,32.53636929166786
Esferas_BT474_dia_1_well_1_100X_1_blob_78,601.8136,91.6802,0.8997,0.7624,0.9624,si,1,28.42465,3.72149035104034
Esferas_BT474_dia_1_well_1_100X_1_blob_81,811.3407,108.0812,0.8728,0.9534,0.9596,si,1,33.08385,5.867858724446036
Esferas_BT474_dia_1_well_1_100X_1_blob_82,1203.6271,129.0527,0.9082,0.9089,0.972,si,1,39.68315,10.12628009082524
Esferas_BT474_dia_1_well_1_100X_1_blob_84,375.2105,71.9992,0.9096,0.9664,0.9553,si,1,22.5575,1.8599634841309551
Esferas_BT474_dia_1_well_1_100X_1_blob_85,413.9776,74.7165,0.9319,0.9856,0.963,si,1,23.2569,2.0383886683293704
Esferas_BT474_dia_1_well_1_100X_1_blob_86,323.0594,66.0016,0.9319,0.9382,0.9589,si,1,20.592,1.4149044371711692
Esferas_BT474_dia_1_well_1_100X_1_blob_87,1087.3257,133.4301,0.7675,0.7221,0.9353,si,1,39.4448,9.944908575323932
Esferas_BT474_dia_1_well_1_100X_1_blob_88,441.6684,77.2691,0.9296,0.9427,0.9676,si,1,24.02715,2.2476997581856883
Esferas_BT474_dia_1_well_1_100X_1_blob_89,590.2757,90.6229,0.9032,0.7804,0.9697,si,1,27.4099,3.3369820701117283
Esferas_BT474_dia_1_well_1_100X_1_blob_90,1349.4654,143.1058,0.8281,0.9105,0.9475,si,1,42.26695,12.235852982214016
Esferas_BT474_dia_1_well_1_100X_1_blob_91,985.7928,123.1234,0.8172,0.6442,0.9487,si,1,37.12945,8.294439963907594
Esferas_BT474_dia_1_well_1_100X_1_blob_94,1262.7009,139.6891,0.8132,0.6387,0.9551,si,1,42.16915,12.151113040022096
Esferas_BT474_dia_1_well_1_100X_1_blob_95,754.5745,123.1916,0.6248,0.4526,0.8762,si,1,33.519850000000005,6.102920595075831
Esferas_BT474_dia_1_well_1_100X_1_blob_96,1091.0178,132.566,0.7801,0.8807,0.94,si,1,40.30595,10.610577096380045
Esferas_BT474_dia_1_well_1_100X_1_blob_97,798.4183,105.5969,0.8998,0.7575,0.9684,si,1,32.786500000000004,5.711059605456505
Esferas_BT474_dia_1_well_1_100X_1_blob_98,284.2923,61.7607,0.9366,0.9209,0.961,si,1,19.44035,1.190539361791172
Esferas_BT474_dia_1_well_1_100X_1_blob_99,2140.038,182.5363,0.8071,0.6733,0.966,si,1,54.012,25.53302654970301
Esferas_BT474_dia_1_well_1_100X_1_blob_101,833.4933,136.4772,0.5623,0.5428,0.8517,si,1,36.8708,8.122303289468062
Esferas_BT474_dia_1_well_1_100X_1_blob_103,410.2855,75.2793,0.9098,0.9918,0.9569,si,1,23.4375,2.0862453182165
Esferas_BT474_dia_1_well_1_100X_1_blob_104,770.7275,105.0341,0.8779,0.9264,0.962,si,1,32.5456,5.5860956429726745
Esferas_BT474_dia_1_well_1_100X_1_blob_105,1001.9457,118.7176,0.8934,0.9279,0.9701,si,1,36.27215,7.733060647001241
Esferas_BT474_dia_1_well_1_100X_1_blob_106,2387.8707,189.9209,0.8319,0.8291,0.9695,si,1,57.16815,30.275682000962306
Esferas_BT474_dia_1_well_1_100X_1_blob_107,647.9649,95.3584,0.8955,0.8815,0.9564,si,1,29.6248,4.213061522135186
Esferas_BT474_dia_1_well_1_100X_1_blob_110,845.9542,109.275,0.8903,0.8565,0.964,si,1,34.2731,6.52366549499449
Esferas_BT474_dia_1_well_1_100X_1_blob_112,3057.0652,220.3749,0.7909999999999999,0.7739,0.9476,si,1,65.9901,46.565886933746064
Esferas_BT474_dia_1_well_1_100X_1_blob_113,1251.6245,132.9639,0.8896,0.8366,0.9707,si,1,41.1981,11.330865441190374
Esferas_BT474_dia_1_well_1_100X_1_blob_116,426.9,77.036,0.904,0.9532,0.9541,si,1,23.98765,2.2366324953204906
Esferas_BT474_dia_1_well_1_100X_1_blob_117,1031.9441,123.8227,0.8458,0.8037,0.9648,si,1,37.13205,8.296182547280736
Esferas_BT474_dia_1_well_1_100X_1_blob_118,1090.0948,124.6469,0.8817,0.9284,0.9629,si,1,38.22335,9.04935782773375
Esferas_BT474_dia_1_well_1_100X_1_blob_119,1046.251,121.2702,0.894,0.7826,0.9736,si,1,37.7963,8.749422370543487
Esferas_BT474_dia_1_well_1_100X_1_blob_121,640.1192,95.1935,0.8877,0.8441,0.9612,si,1,29.10685,3.995923297096277
Esferas_BT474_dia_1_well_1_100X_1_blob_122,362.7496,70.2425,0.9239,0.9958,0.9562,si,1,22.05355,1.7380691283114278
Esferas_BT474_dia_1_well_1_100X_1_blob_123,365.9802,71.0384,0.9113,0.9566,0.956,si,1,21.9229,1.7073616742318845
Esferas_BT474_dia_1_well_1_100X_1_blob_126,1102.0942,131.1107,0.8057,0.6331,0.9503,si,1,38.46745,9.223838998039223
Esferas_BT474_dia_1_well_1_100X_1_blob_127,390.9019,72.9599,0.9228,0.9048,0.9614,si,1,23.05545,1.9858769256235536
Esferas_BT474_dia_1_well_1_100X_1_blob_128,765.1893,102.5498,0.9143,0.9157,0.9676,si,1,31.85105,5.2360378991468135
Esferas_BT474_dia_1_well_2_100X_2_blob_10,1111.7859,131.2755,0.8107,0.8349,0.9501,no,1,39.12505,9.705015571767724
Esferas_BT474_dia_1_well_2_100X_2_blob_13,2735.8518,207.0894,0.8017,0.726,0.9547,no,1,61.7462,38.14716130359812
Esferas_BT474_dia_1_well_2_100X_2_blob_17,1131.631,141.3492,0.7118,0.657,0.9307,no,1,39.3526,9.875334462361614
Esferas_BT474_dia_1_well_2_100X_2_blob_20,1944.3562,184.2929,0.7194,0.5954,0.9168,no,1,53.1214,24.29070146643545
Esferas_BT474_dia_1_well_2_100X_2_blob_21,1445.4602,159.4102,0.7148,0.5009,0.9405,no,1,45.1483,14.912680948073993
Esferas_BT474_dia_1_well_2_100X_2_blob_29,2997.53,239.1919,0.6584,0.4508,0.9096,no,1,67.14920000000001,49.06299420702825
Esferas_BT474_dia_1_well_2_100X_2_blob_31,1815.594,185.3503,0.6641,0.4736,0.9101,no,1,52.3815,23.28977603163826
Esferas_BT474_dia_1_well_2_100X_2_blob_47,746.2673,104.2382,0.8631,0.8268,0.9545,no,1,31.50945,5.069369967960731
Esferas_BT474_dia_1_well_2_100X_2_blob_48,667.3485,97.8427,0.8759999999999999,0.9054,0.9551,no,1,29.939950000000003,4.348953179004597
Esferas_BT474_dia_1_well_2_100X_2_blob_51,833.4933,127.1994,0.6474,0.5184,0.8808,no,1,35.28195,7.116873727947032
Esferas_BT474_dia_1_well_2_100X_2_blob_55,1325.0052,142.9693,0.8146,0.7502,0.9507,no,1,42.55525,12.487944459219303
Esferas_BT474_dia_1_well_2_100X_2_blob_57,778.1117,110.0026,0.8081,0.8482,0.938,no,1,33.0889,5.870546187664
Esferas_BT474_dia_1_well_2_100X_2_blob_64,1575.1455,165.5043,0.7226,0.5098,0.9407,no,1,46.35735,16.143114421749974
Esferas_BT474_dia_1_well_2_100X_2_blob_65,774.4196,107.3535,0.8444,0.8426,0.9526,no,1,32.73325,5.683278024632517
Esferas_BT474_dia_1_well_2_100X_2_blob_67,1534.9938,159.7681,0.7557,0.5948,0.9382,no,1,45.55665000000001,15.320991171168366
Esferas_BT474_dia_1_well_2_100X_2_blob_73,572.7382,89.4291,0.8999,0.8206,0.9635,no,1,27.3923,3.3305581304567005
Esferas_BT474_dia_1_well_2_100X_2_blob_76,981.1776,126.4718,0.7709,0.6973,0.938,no,1,38.0437,8.922360464359596
Esferas_BT474_dia_1_well_2_100X_1_blob_1,463.821,84.5571,0.8152,0.8401,0.9141,no,1,25.345,2.638204194808442
Esferas_BT474_dia_1_well_2_100X_1_blob_10,1249.7785,140.2919,0.7979999999999999,0.584,0.964,no,1,40.3577,10.651499292888836
Esferas_BT474_dia_1_well_2_100X_1_blob_14,263.5242,60.2371,0.9126,0.9919,0.9509,no,1,19.04515,1.1193984789128468
Esferas_BT474_dia_1_well_2_100X_1_blob_24,1588.0678,169.8418,0.6918,0.8358,0.9413,no,1,47.9576,17.873262879701628
Esferas_BT474_dia_1_well_2_100X_1_blob_28,2233.7252,196.1798,0.7293,0.5376,0.9305,no,1,56.199250000000006,28.762264728553
Esferas_BT474_dia_1_well_2_100X_1_blob_30,1208.2423,142.2417,0.7504,0.5482,0.9539,no,1,42.29235,12.257925367642686
Esferas_BT474_dia_1_well_2_100X_3_blob_2,1463.9207,162.2241,0.6990000000000001,0.5893,0.9125,no,1,46.1925,15.971507961780286
Esferas_BT474_dia_1_well_2_100X_3_blob_10,481.8201,82.0728,0.8989,0.8887,0.9569,no,1,25.072,2.5538680635529785
Esferas_BT474_dia_1_well_2_100X_3_blob_20,532.5865,88.9629,0.8456,0.905,0.9498,no,1,27.47735,3.3616775744503062
Esferas_BT474_dia_1_well_2_100X_3_blob_24,745.3443,105.1989,0.8463,0.9198,0.9492,no,1,31.996,5.307849303639824
Esferas_BT474_dia_1_well_2_100X_3_blob_32,599.0445,96.5522,0.8075,0.7894,0.9288,no,1,29.2273,4.045736670428116
Esferas_BT474_dia_1_well_2_100X_3_blob_45,1093.3254,128.6264,0.8304,0.7646,0.9465,no,1,39.74630000000001,10.174700598695084
Esferas_BT474_dia_1_well_2_100X_3_blob_52,942.4105,129.5189,0.706,0.8864,0.9204,no,1,36.72960000000001,8.029344948972094
Esferas_BT474_dia_1_well_2_100X_3_blob_71,691.3472,104.801,0.7909999999999999,0.8902,0.946,no,1,30.26635000000001,4.492743967333453
Esferas_BT474_dia_1_well_2_100X_3_blob_72,763.3433,109.7695,0.7961,0.9592,0.9374,no,1,32.59915,5.613714849640764
Esferas_BT474_dia_1_well_2_100X_3_blob_74,574.1228,91.4471,0.8627,0.9339,0.9493,no,1,28.2674,3.6600676551406335
Esferas_BT474_dia_1_well_1_100X_2_blob_1,539.5092,87.0414,0.8949,0.8587,0.9582,no,1,26.97575,3.180915293504504
Esferas_BT474_dia_1_well_1_100X_2_blob_3,384.9022,78.3264,0.7884,0.8240000000000001,0.9429,no,1,22.9223,1.9516686961273548
Esferas_BT474_dia_1_well_1_100X_2_blob_4,365.5187,70.0777,0.9353,0.9619,0.9623,no,1,21.8365,1.6872545571264288
Esferas_BT474_dia_1_well_1_100X_2_blob_5,660.4258,119.7466,0.5788,0.8338,0.8992,no,1,31.95135,5.285659195392193
Esferas_BT474_dia_1_well_1_100X_2_blob_7,165.2218,47.1164,0.9353,0.928,0.9509,no,1,15.23565,0.573078983341928
Esferas_BT474_dia_1_well_1_100X_2_blob_8,335.0588,67.5934,0.9216,0.9224,0.9622,no,1,20.87295,1.47361155473701
Esferas_BT474_dia_1_well_1_100X_2_blob_13,428.746,76.638,0.9173,0.9634,0.9602,no,1,23.82425,2.1912363966555057
Esferas_BT474_dia_1_well_1_100X_2_blob_15,572.7382,90.8843,0.8713,0.8863,0.9535,no,1,28.5702,3.778951878605112
Esferas_BT474_dia_1_well_1_100X_2_blob_18,691.3472,116.961,0.6351,0.6495,0.8954,no,1,33.51705,6.101391344471827
Esferas_BT474_dia_1_well_1_100X_2_blob_19,555.2007,94.9604,0.7737,0.6658,0.9243,no,1,28.4422,3.7283877962977456
Esferas_BT474_dia_1_well_1_100X_2_blob_20,545.0474,88.79799999999999,0.8686,0.8301,0.954,no,1,26.93755,3.167421065313204
Esferas_BT474_dia_1_well_1_100X_1_blob_1,399.6707,82.2377,0.7426,0.6729,0.8983,no,1,24.6106,2.415450407853848
