labels,Area,Perim.,Circ.,Round,Solidity,Esferoide,dia,Diameter,n_diam
Esferas_BT474_dia_1_well_1_100X_1_blob_4,798.4183,113.5159,0.7786,0.6276,0.9519,no,1,33.7322,6.219643892073775
Esferas_BT474_dia_1_well_1_100X_1_blob_11,663.6564,95.7563,0.9095,0.903,0.9667,no,1,29.7501,4.266746191330123
Esferas_BT474_dia_1_well_1_100X_1_blob_14,710.2692,127.4326,0.5496,0.4647,0.8522,no,1,33.274,5.969618212758492
Esferas_BT474_dia_1_well_1_100X_1_blob_17,492.8964,83.9943,0.8779,0.7977,0.9553,no,1,26.45315,2.9996024769594616
Esferas_BT474_dia_1_well_1_100X_1_blob_19,1135.7846,137.8076,0.7516,0.5906,0.9368,no,1,40.14615,10.48487431164174
Esferas_BT474_dia_1_well_1_100X_1_blob_22,562.1234,113.118,0.552,0.7306,0.8403,no,1,30.25655,4.488381237481439
Esferas_BT474_dia_1_well_1_100X_1_blob_28,1133.0156,142.6396,0.6998,0.6218,0.9021,no,1,40.2072,10.532779936610725
Esferas_BT474_dia_1_well_1_100X_1_blob_29,926.2575,124.1524,0.7551,0.6525,0.9215,no,1,37.7534,8.719663557130072
Esferas_BT474_dia_1_well_1_100X_1_blob_33,635.504,97.0467,0.8479,0.6602,0.9572,no,1,29.2097,4.038432325240613
Esferas_BT474_dia_1_well_1_100X_1_blob_34,687.1936,99.0365,0.8804,0.7569,0.9628,no,1,30.7166,4.6962471728211215
Esferas_BT474_dia_1_well_1_100X_1_blob_35,613.8129,91.5154,0.921,0.9669,0.9666,no,1,28.5989,3.790351683722248
Esferas_BT474_dia_1_well_1_100X_1_blob_37,655.8106,95.1935,0.9094,0.8939,0.9618,no,1,29.89495,4.329373096475498
Esferas_BT474_dia_1_well_1_100X_1_blob_41,1083.1721,129.4223,0.8126,0.7152,0.9552,no,1,37.45155,8.512182166922544
Esferas_BT474_dia_1_well_1_100X_1_blob_45,1741.7518,199.102,0.5521,0.4868,0.85,no,1,54.9669,26.91133567339204
Esferas_BT474_dia_1_well_1_100X_1_blob_46,708.8847,102.7829,0.8432,0.6822,0.9573,no,1,30.3109,4.51261222016105
Esferas_BT474_dia_1_well_1_100X_1_blob_49,781.3423,121.037,0.6702,0.4973,0.9001,no,1,34.50565,6.6573617798405404
Esferas_BT474_dia_1_well_1_100X_1_blob_52,9721.7812,419.8749,0.693,0.8728,0.9219,no,1,117.2965,261.5090241955332
Esferas_BT474_dia_1_well_1_100X_1_blob_53,2359.7184,214.6388,0.6437,0.8792,0.9046,no,1,57.22035,30.358691548468126
Esferas_BT474_dia_1_well_1_100X_1_blob_54,1202.7041,155.9935,0.6211,0.5747,0.8899,no,1,43.1367,13.00685426144641
Esferas_BT474_dia_1_well_1_100X_1_blob_55,398.2861,73.7558,0.9201,0.9317,0.96,no,1,23.0316,1.9797203527330007
Esferas_BT474_dia_1_well_1_100X_1_blob_56,304.1374,65.0408,0.9035,0.9756,0.9435,no,1,20.2703,1.3496216883687129
Esferas_BT474_dia_1_well_1_100X_1_blob_58,472.5898,80.87899999999998,0.9079,0.972,0.9579,no,1,25.11795,2.5679354023263867
Esferas_BT474_dia_1_well_1_100X_1_blob_59,455.9753,85.6827,0.7805,0.73,0.9273,no,1,26.0105,2.8515278793230165
Esferas_BT474_dia_1_well_1_100X_1_blob_60,476.2819,81.2769,0.906,0.8591,0.9587,no,1,25.17495,2.5854573017173634
Esferas_BT474_dia_1_well_1_100X_1_blob_64,560.2774,104.4713,0.6451,0.4702,0.8891,no,1,29.19425,4.032027523096839
Esferas_BT474_dia_1_well_1_100X_1_blob_68,401.0552,73.7558,0.9264,0.9895,0.9623,no,1,23.1752,2.016981859031873
Esferas_BT474_dia_1_well_1_100X_1_blob_69,659.0412,101.987,0.7962,0.6203,0.9504,no,1,29.08655000000001,3.987568492389728
Esferas_BT474_dia_1_well_1_100X_1_blob_70,365.9802,70.2425,0.9321,0.978,0.9618,no,1,22.22665,1.779317918080786
Esferas_BT474_dia_1_well_1_100X_1_blob_71,695.5008,107.6832,0.7537,0.6349,0.9378,no,1,32.2405,5.430462576144074
Esferas_BT474_dia_1_well_1_100X_1_blob_79,1411.7697,171.1322,0.6058,0.5329999999999999,0.8958,no,1,47.6972,17.583696342927507
Esferas_BT474_dia_1_well_1_100X_1_blob_80,808.1101,128.9561,0.6107,0.5674,0.8795,no,1,35.16575,7.046787458729839
Esferas_BT474_dia_1_well_1_100X_1_blob_83,900.4128,112.5552,0.8931,0.9975,0.9608,no,1,34.59885,6.711452357183112
Esferas_BT474_dia_1_well_1_100X_1_blob_92,839.493,124.1524,0.6844,0.6596,0.9141,no,1,34.6342,6.732044861614085
Esferas_BT474_dia_1_well_1_100X_1_blob_93,1937.4335,205.7307,0.5752,0.505,0.8771,no,1,54.24465,25.86439081834125
Esferas_BT474_dia_1_well_1_100X_1_blob_100,1763.443,206.8845,0.5177,0.4847,0.8481,no,1,53.44505,24.7373960917482
Esferas_BT474_dia_1_well_1_100X_1_blob_102,458.7444,80.7141,0.8849,0.9787,0.9576,no,1,24.6071,2.4144200135294365
Esferas_BT474_dia_1_well_1_100X_1_blob_108,386.2868,72.7951,0.916,0.9786,0.9588,no,1,22.58215,1.866067647168226
Esferas_BT474_dia_1_well_1_100X_1_blob_109,2386.9477,203.1381,0.7269,0.7826,0.9282,no,1,57.85435,31.379034427899335
Esferas_BT474_dia_1_well_1_100X_1_blob_111,1836.8236,175.1118,0.7527,0.8234,0.9519,no,1,50.56229999999999,20.94652493983521
Esferas_BT474_dia_1_well_1_100X_1_blob_114,2087.8869,195.7936,0.6844,0.4466,0.9514,no,1,56.8409,29.75872754288197
Esferas_BT474_dia_1_well_1_100X_1_blob_115,1056.8658,139.6608,0.6809,0.4838,0.8956,no,1,39.5818,10.048891105416423
Esferas_BT474_dia_1_well_1_100X_1_blob_120,2660.6251,199.5283,0.8398,0.7373,0.9659,no,1,59.66755,34.42279551656504
Esferas_BT474_dia_1_well_1_100X_1_blob_124,796.5722,107.5184,0.8659,0.9212,0.9592,no,1,33.27835,5.97195979184901
Esferas_BT474_dia_1_well_1_100X_1_blob_125,625.3508,93.2721,0.9033,0.945,0.9692,no,1,28.84585,3.8893904396982566
Esferas_BT474_dia_2_well_2_100X_5_blob_1,329.9821,67.0306,0.9229,0.9432,0.961,si,2,21.06495,1.5146518433060503
Esferas_BT474_dia_2_well_2_100X_5_blob_2,400.1322,73.193,0.9386,0.9585,0.9687,si,2,22.9172,1.9503663011734829
Esferas_BT474_dia_2_well_2_100X_5_blob_3,1075.7879,122.9585,0.8942,0.8965,0.9672,si,2,37.849,8.786071812639316
Esferas_BT474_dia_2_well_2_100X_5_blob_4,2202.3423,184.6226,0.8119,0.953,0.947,si,2,56.22505,28.80189553237809
Esferas_BT474_dia_2_well_2_100X_5_blob_7,3888.251,250.2662,0.7801,0.6852,0.9583,si,2,71.63845,59.57582456558927
Esferas_BT474_dia_2_well_2_100X_5_blob_8,850.1078,109.275,0.8946,0.8704,0.9657,si,2,33.89805,6.311835441776973
Esferas_BT474_dia_2_well_2_100X_5_blob_10,546.8935,86.3137,0.9225,0.9119,0.9673,si,2,27.09505,3.223304913373683
Esferas_BT474_dia_2_well_2_100X_5_blob_13,715.8074,100.958,0.8825,0.9529,0.9565,si,2,31.0542,4.852801832078776
Esferas_BT474_dia_2_well_2_100X_5_blob_14,3363.0486,234.7861,0.7667,0.8708,0.9368,si,2,67.75975,50.41350639577568
Esferas_BT474_dia_2_well_2_100X_4_blob_1,3429.9681,228.6237,0.8246,0.7023,0.9732,si,2,68.90084999999999,53.003586690889065
Esferas_BT474_dia_2_well_2_100X_4_blob_2,2257.2624,178.8582,0.8867,0.8985,0.9775,si,2,54.0926,25.647503026252192
Esferas_BT474_dia_2_well_2_100X_4_blob_3,2265.5696,181.2742,0.8664,0.8269,0.971,si,2,54.67525000000001,26.48523632053697
Esferas_BT474_dia_2_well_2_100X_4_blob_6,450.8987,80.5493,0.8733,0.7135,0.9593,si,2,23.9419,2.223859559894586
Esferas_BT474_dia_2_well_2_100X_4_blob_9,11736.749,478.1106,0.6452,0.7764,0.9216,si,2,136.7249,414.16592319459886
Esferas_BT474_dia_2_well_2_100X_4_blob_11,4224.6943,288.9174,0.636,0.8737,0.9415,si,2,78.03895,77.01330689666881
Esferas_BT474_dia_2_well_1_100X_4_blob_2,3638.5722,262.3862,0.6641,0.7209,0.9116,si,2,73.3289,63.89355174413748
Esferas_BT474_dia_2_well_1_100X_4_blob_3,4370.5325,261.5221,0.8029999999999999,0.8149,0.964,si,2,79.63114999999998,81.82395789759455
Esferas_BT474_dia_2_well_1_100X_4_blob_4,971.4859,117.6603,0.8818,0.8233,0.9674,si,2,34.889,6.881721375144907
Esferas_BT474_dia_2_well_1_100X_4_blob_5,5800.7628,324.8462,0.6908,0.8805,0.9378,si,2,92.20205,127.01448492103984
Esferas_BT474_dia_2_well_1_100X_4_blob_10,790.5726,104.0733,0.9172,0.9776,0.9675,si,2,32.0878,5.3536668970810135
Esferas_BT474_dia_2_well_1_100X_4_blob_11,851.4923,114.147,0.8212,0.9566,0.9567,si,2,34.54315,6.679090610955415
Esferas_BT474_dia_2_well_1_100X_4_blob_13,1495.7652,147.1137,0.8685,0.8209,0.9663,si,2,44.73390000000001,14.50580408462591
Esferas_BT474_dia_2_well_1_100X_4_blob_14,931.7957,114.0787,0.8997,0.8803,0.9665,si,2,35.32885,7.145292673092391
Esferas_BT474_dia_2_well_1_100X_4_blob_15,8609.5338,420.4543,0.612,0.6685,0.9213,si,2,115.72325,251.1269868559397
Esferas_BT474_dia_2_well_1_100X_4_blob_16,984.4082,121.6681,0.8357,0.7435,0.9533,si,2,36.46805,7.85903358284737
Esferas_BT474_dia_2_well_1_100X_4_blob_18,3348.7417,225.5766,0.8270000000000001,0.9157,0.9599,si,2,68.6123,52.34045014876682
Esferas_BT474_dia_2_well_1_100X_4_blob_19,9389.953,375.8339,0.8354,0.9364,0.9794,si,2,110.84775,220.7049971222833
Esferas_BT474_dia_2_well_1_100X_4_blob_20,2557.7076,201.7512,0.7896,0.929,0.9465,si,2,59.5125,34.15514263373914
Esferas_BT474_dia_2_well_1_100X_4_blob_21,2600.1669,219.8404,0.6761,0.8771,0.9429,si,2,59.2829,33.76135283975775
Esferas_BT474_dia_2_well_1_100X_4_blob_23,667.81,100.3952,0.8326,0.6645,0.9427,si,2,29.8114,4.293175430685886
Esferas_BT474_dia_2_well_1_100X_4_blob_24,3378.2786,222.8592,0.8548,0.9235,0.9745,si,2,66.7613,48.21763158621904
Esferas_BT474_dia_2_well_1_100X_4_blob_26,808.1101,108.246,0.8667,0.9287,0.9503,si,2,33.0552,5.852627551767148
Esferas_BT474_dia_2_well_1_100X_4_blob_28,3975.0155,275.1373,0.6599,0.8681,0.9522,si,2,73.10249999999998,63.30357080478532
Esferas_BT474_dia_2_well_1_100X_4_blob_29,4091.7784,268.8783,0.7112,0.9371,0.9234,si,2,76.85164999999998,73.55142792023352
Esferas_BT474_dia_2_well_1_100X_4_blob_30,718.5765,102.0153,0.8677,0.934,0.9532,si,2,31.6299,5.127727958293642
Esferas_BT474_dia_2_well_1_100X_2_blob_1,4069.6258,239.9595,0.8882,0.8743,0.9802,si,2,72.25375,61.12413075792064
Esferas_BT474_dia_2_well_1_100X_2_blob_3,4950.1935,271.9254,0.8413,0.7268,0.9744,si,2,80.56405000000002,84.73354781935024
Esferas_BT474_dia_2_well_1_100X_2_blob_4,3272.1305,221.8985,0.8351,0.9168,0.9659,si,2,66.41745,47.47643630520956
Esferas_BT474_dia_2_well_1_100X_2_blob_6,1010.7145,120.406,0.8761,0.8748,0.9607,si,2,36.38115000000001,7.802985296408245
Esferas_BT474_dia_2_well_1_100X_1_blob_1,501.2036,82.4708,0.926,0.9836,0.9658,si,2,25.54505,2.7011692127076
Esferas_BT474_dia_2_well_1_100X_1_blob_2,1961.4322,188.5339,0.6934,0.7075,0.9178,si,2,55.5523,27.78034618167575
Esferas_BT474_dia_2_well_1_100X_1_blob_3,3030.7589,227.9243,0.7331,0.8532,0.9571,si,2,64.34265,43.16466263278387
Esferas_BT474_dia_2_well_1_100X_1_blob_5,719.4995,99.0365,0.9218,0.9194,0.9689,si,2,30.88835000000001,4.775464807892972
Esferas_BT474_dia_2_well_1_100X_1_blob_6,1576.0685,151.1897,0.8664,0.9194,0.9648,si,2,45.70195,15.46805516923208
Esferas_BT474_dia_2_well_2_100X_2_blob_3,1600.0672,155.6638,0.8298,0.7024,0.9633,si,2,46.655,16.456069055979555
Esferas_BT474_dia_2_well_2_100X_2_blob_6,4970.9616,275.0807,0.8255,0.9477,0.9617,si,2,82.46039999999998,90.85897462026573
Esferas_BT474_dia_2_well_2_100X_2_blob_8,1427.9227,142.8727,0.8791,0.8211,0.9723,si,2,43.59695,13.42764473884574
Esferas_BT474_dia_2_well_2_100X_2_blob_10,1303.314,134.8854,0.9002,0.8942,0.9709,si,2,41.48155,11.566353128748364
Esferas_BT474_dia_2_well_2_100X_2_blob_11,2441.8678,193.9004,0.8162,0.8435,0.9596,si,2,59.62055,34.34151528987067
Esferas_BT474_dia_2_well_2_100X_2_blob_12,1752.8282,157.9149,0.8833,0.8897,0.9717,si,2,48.3358,18.29945908994825
Esferas_BT474_dia_2_well_2_100X_2_blob_14,4586.0593,266.6272,0.8107,0.8468,0.969,si,2,78.87084999999998,79.502554595894
Esferas_BT474_dia_2_well_2_100X_2_blob_15,6859.9362,405.8218,0.5234,0.6573,0.8856,si,2,106.9829,198.41505350708977
Esferas_BT474_dia_2_well_2_100X_2_blob_17,1840.9772,202.0808,0.5665,0.5696,0.8658,si,2,54.183400000000006,25.77687587474275
Esferas_BT474_dia_2_well_2_100X_2_blob_19,5470.7807,280.0776,0.8764,0.9267,0.978,si,2,85.04065,99.65778560242994
Esferas_BT474_dia_2_well_2_100X_2_blob_20,1058.7119,123.8227,0.8677,0.7643,0.9651,si,2,37.66495,8.658520820499536
Esferas_BT474_dia_2_well_2_100X_2_blob_25,3258.2851,224.2462,0.8142,0.9469,0.9444,si,2,67.1066,48.969675543474274
Esferas_BT474_dia_2_well_2_100X_2_blob_26,1600.0672,157.2839,0.8128,0.768,0.9514,si,2,46.40340000000001,16.191270482787015
Esferas_BT474_dia_2_well_1_100X_3_blob_1,3231.0558,245.9853,0.6709999999999999,0.764,0.9273,si,2,68.16995,51.33463119405885
Esferas_BT474_dia_2_well_1_100X_3_blob_4,2445.5599,202.945,0.7462,0.8001,0.9355,si,2,60.1602,35.28249868366592
Esferas_BT474_dia_2_well_1_100X_3_blob_6,3935.3253,239.4932,0.8622,0.8824,0.9759,si,2,71.70095,59.73188901789959
Esferas_BT474_dia_2_well_1_100X_3_blob_7,4280.5374,268.8783,0.7440000000000001,0.9511,0.9353,si,2,78.2629,77.67823147111369
Esferas_BT474_dia_2_well_1_100X_3_blob_9,2997.0685,210.8641,0.847,0.8877,0.9644,si,2,62.59,39.732544139104064
Esferas_BT474_dia_2_well_1_100X_3_blob_10,3064.9109,210.3978,0.8701,0.8565,0.9753,si,2,63.4467,41.386493793810295
Esferas_BT474_dia_2_well_2_100X_1_blob_2,5108.4926,290.714,0.7596,0.9617,0.9584,si,2,83.2524,93.502195051593
Esferas_BT474_dia_2_well_2_100X_1_blob_5,1194.8584,130.4796,0.8819,0.9041,0.9648,si,2,39.975,10.351348663196982
Esferas_BT474_dia_2_well_2_100X_1_blob_13,11838.7435,464.5636,0.6893,0.8554,0.9406,si,2,132.1722,374.1552784486237
Esferas_BT474_dia_2_well_2_100X_1_blob_14,3105.9856,210.1647,0.8837,0.9193,0.9732,si,2,64.7568,44.00354433739985
Esferas_BT474_dia_2_well_2_100X_1_blob_30,1414.5388,140.3202,0.9028,0.9584,0.9726,si,2,43.1078,12.98072943225056
Esferas_BT474_dia_2_well_2_100X_1_blob_32,9448.5652,440.943,0.6107,0.9491,0.9199,si,2,119.52625,276.70780068534594
Esferas_BT474_dia_2_well_2_100X_1_blob_33,9424.5665,371.3316,0.8589,0.9729,0.9818,si,2,110.53855,218.8632328884235
Esferas_BT474_dia_2_well_2_100X_5_blob_5,1102.5557,133.197,0.7809,0.5918,0.9482,no,2,40.86575,11.05884933688988
Esferas_BT474_dia_2_well_2_100X_5_blob_6,422.2848,77.7636,0.8775,0.9359,0.9457,no,2,24.23285,2.305924066786181
Esferas_BT474_dia_2_well_2_100X_5_blob_9,2160.3445,181.0128,0.8285,0.8375,0.9553,no,2,53.5307,24.85651780289924
Esferas_BT474_dia_2_well_2_100X_5_blob_11,523.8178,87.4393,0.8609,0.7427,0.9458,no,2,26.3344,2.9593872850299783
Esferas_BT474_dia_2_well_2_100X_5_blob_12,394.1325,83.0336,0.7184,0.6784,0.9153,no,2,25.14145,2.575149720240088
Esferas_BT474_dia_2_well_2_100X_4_blob_4,814.1098,111.1965,0.8274,0.882,0.9595,no,2,33.28805,5.977183448958572
Esferas_BT474_dia_2_well_2_100X_4_blob_5,377.0565,71.8343,0.9182,0.9783,0.9584,no,2,22.43845,1.830670066222857
Esferas_BT474_dia_2_well_2_100X_4_blob_7,526.1254,84.7219,0.9211,0.9774,0.9592,no,2,26.46905000000001,3.0050145755581967
Esferas_BT474_dia_2_well_2_100X_4_blob_8,341.52,68.1562,0.9239,0.9578,0.9548,no,2,21.4354,1.5959757800699386
Esferas_BT474_dia_2_well_2_100X_4_blob_10,365.0572,76.8029,0.7777,0.9623,0.915,no,2,22.6956,1.8943338757551544
Esferas_BT474_dia_2_well_1_100X_4_blob_1,1037.9438,123.1916,0.8595,0.7576,0.9548,no,2,38.2467,9.065952261191288
Esferas_BT474_dia_2_well_1_100X_4_blob_6,781.8038,114.0787,0.7549,0.65,0.9328,no,2,32.716449999999995,5.674531865095258
Esferas_BT474_dia_2_well_1_100X_4_blob_7,1196.7044,140.4567,0.7623,0.9092,0.9264,no,2,42.64185,12.564338670108338
Esferas_BT474_dia_2_well_1_100X_4_blob_8,1642.5264,157.2839,0.8344,0.7232,0.9638,no,2,45.8994,15.66940642496962
Esferas_BT474_dia_2_well_1_100X_4_blob_9,2512.0178,204.7299,0.7531,0.7709999999999999,0.947,no,2,59.06385,33.3884899091734
Esferas_BT474_dia_2_well_1_100X_4_blob_12,1310.6983,139.9905,0.8405,0.7048,0.9647,no,2,42.60455,12.53139638376183
Esferas_BT474_dia_2_well_1_100X_4_blob_17,1316.2364,149.9959,0.7352,0.7209,0.9297,no,2,43.11635,12.988454756965124
Esferas_BT474_dia_2_well_1_100X_4_blob_22,1245.1633,151.656,0.6803,0.528,0.9291,no,2,41.7143,11.762141517511564
Esferas_BT474_dia_2_well_1_100X_4_blob_25,584.7376,92.5727,0.8574,0.7262,0.9559,no,2,27.7684,3.4696373945965737
Esferas_BT474_dia_2_well_1_100X_4_blob_27,909.643,116.8927,0.8366,0.7153,0.954,no,2,35.53235,7.269479461511271
Esferas_BT474_dia_2_well_1_100X_4_blob_31,1184.7051,135.7496,0.8079,0.8086,0.9513,no,2,39.4792,9.970950281177194
Esferas_BT474_dia_2_well_1_100X_2_blob_2,373.8259,79.1906,0.7491,0.6487,0.9184,no,2,23.99485,2.238647105513244
Esferas_BT474_dia_2_well_1_100X_2_blob_5,1776.3653,180.7114,0.6836,0.5584,0.9035,no,2,51.7864,22.50498275067725
Esferas_BT474_dia_2_well_1_100X_1_blob_4,1100.7096,133.6915,0.7739,0.8290000000000001,0.9216,no,2,40.36765,10.659379465661956
Esferas_BT474_dia_2_well_1_100X_1_blob_7,790.5726,117.6886,0.7173,0.721,0.9262,no,2,33.935,6.332498279198152
Esferas_BT474_dia_2_well_2_100X_3_blob_1,887.9519,115.8354,0.8316,0.6759,0.9548,no,2,34.969500000000004,6.929466316950668
Esferas_BT474_dia_2_well_2_100X_3_blob_2,202.6044,53.0457,0.9048,0.9417,0.9461,no,2,16.83785,0.7735554116705581
Esferas_BT474_dia_2_well_2_100X_3_blob_3,359.9805,70.3108,0.9151,0.9179,0.96,no,2,21.7391,1.6647775121401622
Esferas_BT474_dia_2_well_2_100X_3_blob_4,554.7392,87.2745,0.9152,0.9617,0.9635,no,2,26.9127,3.1586632727385964
Esferas_BT474_dia_2_well_2_100X_3_blob_5,1009.33,122.0661,0.8512,0.7074,0.9662,no,2,36.90265,8.143370276802564
Esferas_BT474_dia_2_well_2_100X_3_blob_6,561.6619,92.8741,0.8183,0.6611,0.9383,no,2,27.461600000000004,3.355900152820485
Esferas_BT474_dia_2_well_2_100X_3_blob_7,746.7288,110.6337,0.7667,0.8204,0.9193,no,2,32.7434,5.688566515171478
Esferas_BT474_dia_2_well_2_100X_3_blob_8,870.8759,109.5081,0.9126,0.9011,0.9714,no,2,33.47645,6.079245909995768
Esferas_BT474_dia_2_well_2_100X_3_blob_9,799.3413,106.6259,0.8835,0.8837,0.9662,no,2,32.01905,5.3193289341496985
Esferas_BT474_dia_2_well_2_100X_3_blob_10,511.8184,84.955,0.8911,0.8217,0.9598,no,2,25.8838,2.810060214707564
Esferas_BT474_dia_2_well_2_100X_2_blob_1,467.0516,82.3059,0.8664,0.7428,0.9556,no,2,25.29235,2.6217970407997413
Esferas_BT474_dia_2_well_2_100X_2_blob_2,314.7522,67.1954,0.8759999999999999,0.9749,0.9485,no,2,20.9927,1.4991200691496085
Esferas_BT474_dia_2_well_2_100X_2_blob_4,354.9039,72.8916,0.8394,0.7179,0.9338,no,2,22.27935,1.7920043860890116
Esferas_BT474_dia_2_well_2_100X_2_blob_5,336.9048,67.3603,0.9331,0.9486,0.9612,no,2,21.14245,1.5314310789882943
Esferas_BT474_dia_2_well_2_100X_2_blob_7,697.8084,101.1911,0.8564,0.84,0.9555,no,2,30.95105,4.8046049058422655
Esferas_BT474_dia_2_well_2_100X_2_blob_9,372.4414,72.5619,0.8889,0.8003,0.9528,no,2,22.3865,1.8179842575469232
Esferas_BT474_dia_2_well_2_100X_2_blob_13,832.1088,112.1572,0.8313,0.6337,0.9494,no,2,33.0748,5.863044629687868
Esferas_BT474_dia_2_well_2_100X_2_blob_16,911.9506,115.6023,0.8575,0.7661,0.9557,no,2,35.70145,7.373761480730168
Esferas_BT474_dia_2_well_2_100X_2_blob_18,1145.9379,137.7393,0.759,0.7070000000000001,0.9253,no,2,41.7649,11.804996360692677
Esferas_BT474_dia_2_well_2_100X_2_blob_21,450.4371,93.0389,0.6539,0.7003,0.9177,no,2,27.0933,3.222680398643228
Esferas_BT474_dia_2_well_2_100X_2_blob_22,493.3579,82.6356,0.9079,0.8170000000000001,0.9635,no,2,25.6245,2.7264511429767726
Esferas_BT474_dia_2_well_2_100X_2_blob_23,622.1202,92.4761,0.9142,0.9379,0.9656,no,2,28.907,3.9141781406733753
Esferas_BT474_dia_2_well_2_100X_2_blob_24,350.7502,68.719,0.9334,0.9633,0.9596,no,2,21.8365,1.6872545571264288
Esferas_BT474_dia_2_well_2_100X_2_blob_27,942.4105,120.406,0.8169,0.9556,0.9421,no,2,37.01565,8.218407284244831
Esferas_BT474_dia_2_well_2_100X_2_blob_28,539.5092,87.0414,0.8949,0.8340000000000001,0.9566,no,2,26.86865,3.143178594259652
Esferas_BT474_dia_2_well_1_100X_3_blob_2,2650.4719,253.9044,0.5166,0.4009,0.8320000000000001,no,2,70.9706,57.92512110389914
Esferas_BT474_dia_2_well_1_100X_3_blob_3,1298.6989,142.941,0.7987,0.7365,0.9394,no,2,42.46640000000001,12.409887894955338
Esferas_BT474_dia_2_well_1_100X_3_blob_5,971.0243,119.9115,0.8486,0.7912,0.9531,no,2,36.8144,8.08508704847411
Esferas_BT474_dia_2_well_1_100X_3_blob_8,760.1127,107.7515,0.8227,0.6359,0.9559,no,2,31.94555,5.282781264538548
Esferas_BT474_dia_2_well_2_100X_1_blob_1,1343.9272,146.784,0.7838,0.6408,0.9432,no,2,42.3309,12.291475682245888
Esferas_BT474_dia_2_well_2_100X_1_blob_3,264.9087,60.402,0.9124,0.9056,0.948,no,2,19.14035,1.1362689649464242
Esferas_BT474_dia_2_well_2_100X_1_blob_4,240.4485,57.5197,0.9133,0.982,0.9464,no,2,18.07165,0.9563677890746088
Esferas_BT474_dia_2_well_2_100X_1_blob_6,141.2231,44.399,0.9003,0.9061,0.9358,no,2,13.9958,0.4442472040998002
Esferas_BT474_dia_2_well_2_100X_1_blob_7,2131.7307,173.5882,0.889,0.9107,0.9717,no,2,53.10295,24.26540048763964
Esferas_BT474_dia_2_well_2_100X_1_blob_8,328.5976,72.7268,0.7807,0.57,0.9217,no,2,21.27965,1.5614387808022918
Esferas_BT474_dia_2_well_2_100X_1_blob_9,1469.9204,169.5804,0.6423,0.4708,0.8752,no,2,47.5423,17.412939232343312
Esferas_BT474_dia_2_well_2_100X_1_blob_10,525.6638,84.7902,0.9188,0.9044,0.9644,no,2,26.36865,2.9709490708150192
Esferas_BT474_dia_2_well_2_100X_1_blob_11,359.519,74.7848,0.8078,0.6159,0.9477,no,2,22.12325,1.7546007108494
Esferas_BT474_dia_2_well_2_100X_1_blob_12,694.5778,103.6754,0.812,0.6769,0.9504,no,2,31.0291,4.841044301540084
Esferas_BT474_dia_2_well_2_100X_1_blob_15,1021.3293,121.6681,0.867,0.8485,0.9641,no,2,37.07745,8.259639520579151
Esferas_BT474_dia_2_well_2_100X_1_blob_16,589.3527,92.4761,0.866,0.8145,0.9555,no,2,28.59035,3.7869531803640224
Esferas_BT474_dia_2_well_2_100X_1_blob_17,1065.1731,125.1814,0.8542,0.6681,0.9687,no,2,38.6339,9.344093466262835
Esferas_BT474_dia_2_well_2_100X_1_blob_18,2134.9613,179.7506,0.8303,0.7774,0.957,no,2,54.80215,26.67007955070775
Esferas_BT474_dia_2_well_2_100X_1_blob_19,4396.8388,306.2225,0.5892,0.6982,0.8912,no,2,83.4961,94.32571190858788
Esferas_BT474_dia_2_well_2_100X_1_blob_20,1752.3666,160.3992,0.8559,0.9085,0.9669,no,2,48.21805,18.166047639604145
Esferas_BT474_dia_2_well_2_100X_1_blob_21,215.5268,53.8416,0.9343,0.9468,0.955,no,2,17.12625,0.8139886661222471
Esferas_BT474_dia_2_well_2_100X_1_blob_22,501.6651,84.0626,0.8921,0.9131,0.9569,no,2,25.93075,2.8253792691705137
Esferas_BT474_dia_2_well_2_100X_1_blob_23,1532.6862,160.6323,0.7464,0.5913,0.9514,no,2,48.1284,18.06490957541225
Esferas_BT474_dia_2_well_2_100X_1_blob_24,3369.0483,229.4479,0.8042,0.8234,0.9584,no,2,69.33075,54.00192169395577
Esferas_BT474_dia_2_well_2_100X_1_blob_25,1660.5255,155.8286,0.8593,0.7455,0.9694,no,2,47.45735000000001,17.319764041120838
Esferas_BT474_dia_2_well_2_100X_1_blob_26,577.3533,90.1567,0.8926,0.9334,0.9612,no,2,27.39485,3.331488360544627
Esferas_BT474_dia_2_well_2_100X_1_blob_27,306.9065,64.6429,0.9229,0.9726,0.9507,no,2,20.33355,1.3622949410452778
Esferas_BT474_dia_2_well_2_100X_1_blob_28,420.9003,76.638,0.9005,0.7837,0.959,no,2,24.1551,2.2837998451173367
Esferas_BT474_dia_2_well_2_100X_1_blob_29,6397.4997,345.4198,0.6738,0.9962,0.9306,no,2,98.577,155.22380003276368
Esferas_BT474_dia_2_well_2_100X_1_blob_31,1178.7054,133.8281,0.8270000000000001,0.8989,0.948,no,2,40.35145,10.646551422114326
Esferas_BT474_dia_2_well_2_100X_1_blob_34,549.201,88.8663,0.8739,0.7376,0.9636,no,2,27.01805,3.195902511574769
Esferas_BT474_dia_2_well_2_100X_1_blob_35,180.9133,51.5222,0.8564,0.9566,0.9245,no,2,16.03975,0.6686891935297826
Esferas_BT474_dia_2_well_2_100X_1_blob_36,240.91,58.0825,0.8974,0.9567,0.9422,no,2,18.2545,0.9856922582683918
